"","Inicio","Classificador","UF","Credor","tipo_credor","Projeto","honras","data","Moeda","valor","data_date"
"436","Sergipe","Estados","SE","BID","Organismos Multilaterais","Programa de Desenvolvimento do Turismo no Estado de Sergipe - PRODETUR NACIONAL",NA,"18/12/2013","USD",6e+07,2013-12-18
"437","Sergipe","Estados","SE","CAIXA","Bancos Federais","Execução de Obras/Serviços no Município de Aracaju/SE, no âmbito do Pró-Transporte",NA,"31/10/2013","R$",65504283.38,2013-10-31
"438","Sergipe","Estados","SE","BIRD","Organismos Multilaterais","Projeto de Políticas de Desenvolvimento no Estado de Sergipe",NA,"18/09/2013","USD",1.5e+08,2013-09-18
"439","Sergipe","Estados","SE","BID","Organismos Multilaterais","Projeto de Modernização Fazendária do Estado de Sergipe - PROMOFAZ",NA,"30/08/2013","USD",5788000,2013-08-30
"440","Sergipe","Estados","SE","FIDA","Organismos Multilaterais","Projeto de Desenvolvimento de Negócios Rurais para Pequenos Produtores - Dom Távora",NA,"10/08/2013","SDR",10312201,2013-08-10
"441","Sergipe","Estados","SE","BNDES","Bancos Federais","Financiamento de Despesas de Capital, relativas à amortização de dívida decorrente do Contrato 09.2.0435.1, de 15/07/2009, entre o mutuário e o BNDES",NA,"01/07/2013","R$",138510000,2013-07-01
"442","Sergipe","Estados","SE","CAIXA","Bancos Federais","PROINVESTE - Programa de Apoio ao Investimento dos Estados e Distrito Federal",NA,"28/06/2013","R$",428791548.18,2013-06-28
"443","Sergipe","Estados","SE","BIRD","Organismos Multilaterais","Programa Águas de Sergipe e o Banco Internacional",NA,"13/09/2012","USD",70275000,2012-09-13
"444","Sergipe","Estados","SE","BNDES","Bancos Federais","Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do bneeficiário.",NA,"24/03/2010","R$",249318000,2010-03-24
"445","Sergipe","Estados","SE","BIRD","Organismos Multilaterais","Projeto de Combate à Pobreza Rural no Estado de Sergipe - 2ª Fase",NA,"11/05/2009","USD",20800000,2009-05-11
"446","Sergipe","Estados","SE","BIRD","Organismos Multilaterais","PRODUZIR II - PCPR II",NA,"21/02/2002","USD",20800000,2002-02-21
"447","Tocantins","Estados","TO","BB","Bancos Federais","Programa de Modernização do Estado e de sua Infraestrutura Econômica e Social - PROESTADO (Leis estaduais nº 2.701, de 07/03/2013, e nº 2.763, de 05/09/2013)",NA,"03/07/2014","R$",2.6e+08,2014-07-03
"448","Tocantins","Estados","TO","BB","Bancos Federais","Programa de Modernização do Estado e de sua Infraestrutura Econômica e Social - PROESTADO (Lei estadual nº 2.701, de 07/03/2013)",NA,"27/06/2013","R$",3.9e+08,2013-06-27
"449","Tocantins","Estados","TO","BB","Bancos Federais","Programa de Apoio ao Investimento dos Estados e do Distrito Federal - PROINVESTE - art 9º-N da Resolução CMN nº 2.827, de 30 de março de 2001, alterada pelas Resoluções nº 4.109, de 05/07/2012, nº 4.155, de 01/11/2012, e nº 4.156, de 07/11/2012. Lei estadual nº 2.615, de 26/07/2012",NA,"20/12/2012","R$",553367668.7,2012-12-20
"450","Tocantins","Estados","TO","BIRD","Organismos Multilaterais","Projeto de Desenvolvimento Integrado e Sustentável - PDRIS",NA,"06/12/2012","USD",3e+08,2012-12-06
"451","Tocantins","Estados","TO","BBVA","Credores Privados","Projeto de Infraestrutura Rodoviária - PIER",NA,"19/11/2012","USD",143198163,2012-11-19
"452","Tocantins","Estados","TO","BID","Organismos Multilaterais","Projeto de Modernização Fiscal do Estado do Tocantins - PROFISCO-TO",NA,"19/10/2012","USD",40431000,2012-10-19
"453","Tocantins","Estados","TO","BID","Organismos Multilaterais","Programa de Desenvolvimento da Região Sudoeste do Estado de Tocantins.",NA,"30/08/2012","USD",9.9e+07,2012-08-30
"454","Tocantins","Estados","TO","UniCredit","Credores Privados","Projeto Eixos Rodoviários de Integração de Desenvolvimento III-construção de Pontes e Rodovias - FASE III",NA,"25/11/2008","USD",175410000,2008-11-25
"455","Tocantins","Estados","TO","BIRD","Organismos Multilaterais","A definir",NA,"29/10/2004","USD",6e+07,2004-10-29
"456","ELETROBRAS","Estatais Federais","0","BB","Bancos Federais","Contrato de Abertura de Crédito destinado ao atendimento das necessidades de capital de giro e do plano de investimentos da ELETROBRAS",NA,"12/08/2014","R$",4e+09,2014-08-12
"457","ELETROBRAS","Estatais Federais","0","CAIXA","Bancos Federais","Capital de Giro e Plano de Investimentos da Eletrobrás",NA,"12/08/2014","R$",2.5e+09,2014-08-12
"458","ELETROBRAS","Estatais Federais","0","BNDES","Bancos Federais","Cédula de Crédito Bancário para Capital de Giro em 2013",NA,"24/06/2013","R$",2.5e+09,2013-06-24
"459","ELETROBRAS","Estatais Federais","0","KFW","Agências Governamentais","Projeto Complexo São Bernardo",NA,"01/11/2012","EUR",45948095.72,2012-11-01
"460","ELETROBRAS","Estatais Federais","0","BIRD","Organismos Multilaterais","Programa Corporativo das Empresas de Distribuição da Eletrobrás e de Melhoria da Qualidade dos Serviços e de Redução de Perdas Elétricas-ELETROBRAS",NA,"24/02/2011","USD",4.95e+08,2011-02-24
"461","ELETROBRAS","Estatais Federais","0","KFW","Agências Governamentais","Construção de PCHs - Complexo de São Bernardo",NA,"12/12/2008","EUR",13293588.91,2008-12-12
"462","ELETROBRAS","Estatais Federais","0","JBIC","Agências Governamentais","A definir",NA,"26/11/1998","JPY",4.5e+10,1998-11-26
"463","ELETROBRAS","Estatais Federais","0","BID","Organismos Multilaterais","A definir.",NA,"06/04/1998","USD",3.07e+08,1998-04-06
"464","ELETRONUCLEAR","Estatais Federais","0","CAIXA","Bancos Federais","Aquisição de Equipamentos Importados e Pagamentos de Serviços para a Usina Termonuclear Angra 3",NA,"28/06/2013","R$",4124353400.42,2013-06-28
"465","FINEP","Estatais Federais","0","BID","Organismos Multilaterais","Programa Inovar como Indutora do Crescimento Brasileiro em Setores Estratégicos",NA,"01/08/2018","USD",6e+08,2018-08-01
"466","FINEP","Estatais Federais","0","BNDES","Bancos Federais","Plano Inova Empresa",NA,"16/12/2014","R$",2e+09,2014-12-16
"467","FINEP","Estatais Federais","0","BNDES","Bancos Federais","Plano Inova Empresa",NA,"01/10/2013","R$",3e+09,2013-10-01
"468","FINEP","Estatais Federais","0","BNDES","Bancos Federais","Financiamento de projetos de inovação tecnológica e de desenvolvimento da capacidade de empresas para empreender em inovação tecnológica",NA,"06/12/2011","R$",2e+09,2011-12-06
"469","FINEP","Estatais Federais","0","BNDES","Bancos Federais","Projetos de inovação de natureza tecnológica conforme estabelecido na Res CMN 3.759, de 09/07/2009, Res CMN 3.955, de 09/03/2011, e MP 526, de 04/03/2011.",NA,"07/04/2011","R$",1e+09,2011-04-07
"470","Furnas Centrais Eletricas","Estatais Federais","0","BID","Organismos Multilaterais","Programa de Recuperação das Hidrelétricas de Furnas e Luiz Carlos Barreto de Carvalho",NA,"21/12/2011","USD",128660000,2011-12-21
"471","Alagoinhas","Municipios","BA","CAF","Organismos Multilaterais","Programa de Requalificação Urbana, Ambiental e Promoção Social do Município de Alagoinhas.",NA,"17/05/2017","USD",11500000,2017-05-17
"472","Alto Feliz","Municipios","RS","CAIXA","Bancos Federais","Progama Pró-Transporte. Execução de Obras de Qualificação Viária no Município",NA,"28/06/2019","R$",3346768.18,2019-06-28
"473","Aparecida de Goiania","Municipios","GO","CAF","Organismos Multilaterais","Programa de Reestruturação Viária na Bacia do Ribeirão Santo Antônio de Aparecida de Goiânia II",NA,"12/12/2019","USD",3.5e+07,2019-12-12
"474","Aparecida de Goiania","Municipios","GO","CAF","Organismos Multilaterais","Programa de Reestruturação Viária da Bacia do Ribeirão do Santo Antonio de Aparecida de Goiânia",NA,"31/08/2012","USD",3.5e+07,2012-08-31
"475","Aquidauana","Municipios","MS","CAIXA","Bancos Federais","Programa Pró-Transporte. Lei Municipal nº 2.603, de 21 de dezembro de 2018",NA,"21/08/2019","R$",1.5e+07,2019-08-21
"476","Aracaju","Municipios","SE","BID","Organismos Multilaterais","Programa de Requalificação Urbana da Região Oeste de Aracaju - Construindo para o Futuro",NA,"07/11/2019","USD",75200000,2019-11-07
"477","Aracaju","Municipios","SE","BID","Organismos Multilaterais","Programa Integrado de Desenvolvimento Urbano e Inclusão Social do Mun. De Aracaju",NA,"22/07/2011","USD",30250000,2011-07-22
"478","Araguaina","Municipios","TO","CAF","Organismos Multilaterais","Projeto de Saneamento Integrado de Araguaína-TO",NA,"30/12/2019","USD",54900000,2019-12-30
"479","Araquari","Municipios","SC","CAIXA","Bancos Federais","Programa Pró-Transporte. Empreendimentos de mobilidade urbana no município",NA,"16/09/2019","R$",14249743.86,2019-09-16
"480","Bage","Municipios","RS","BIRD","Organismos Multilaterais","Programa Bagé Rainha da Fronteira",NA,"11/11/2008","USD",6600000,2008-11-11
"481","Belem","Municipios","PA","BID","Organismos Multilaterais","Programa de Saneamento Básico da Bacia da Estrada Nova - PROMABEN II",NA,"28/12/2017","USD",1.25e+08,2017-12-28
"482","Belem","Municipios","PA","BID","Organismos Multilaterais","Programa de Saneamento da Bacia Estrada Nova - PROMABEM",NA,"02/04/2009","USD",68750000,2009-04-02
"483","Belford Roxo","Municipios","RJ","BID","Organismos Multilaterais","Programa de Urbanização e Saneamento Ambiental de Belford Roxo",2,"27/04/2009","USD",13200000,2009-04-27
"484","Belo Horizonte","Municipios","MG","BID","Organismos Multilaterais","Programa de Modernização e Melhoria da Qualidade das Redes de Atenção em Saúde em Belo Horizonte - Melhor Saúde BH",NA,"22/11/2019","USD",5.6e+07,2019-11-22
"485","Belo Horizonte","Municipios","MG","CAF","Organismos Multilaterais","Programa de Governo e do Orçamento Participativo",NA,"22/11/2019","USD",82500000,2019-11-22
"486","Belo Horizonte","Municipios","MG","BB","Bancos Federais","Despesas de capital constantes do PPA e da LOA. Lei Municipal nº 11.147, de 7 de janeiro de 2019",NA,"14/05/2019","R$",1.8e+08,2019-05-14
"487","Belo Horizonte","Municipios","MG","BB Viena","Credores Privados","Programa de Recuperação da Bacia Hidrográfica da Pampulha",NA,"20/12/2013","USD",7.5e+07,2013-12-20
"488","Belo Horizonte","Municipios","MG","BID","Organismos Multilaterais","Programa de Recuperação Ambiental de Belo Horizonte - DRENURBS",NA,"18/12/2013","USD",5.5e+07,2013-12-18
"489","Belo Horizonte","Municipios","MG","BIRD","Organismos Multilaterais","Programa de Desenvolvimento de Políticas Públicas do Estado do Acre",NA,"10/12/2013","USD",2e+08,2013-12-10
"490","Belo Horizonte","Municipios","MG","BID","Organismos Multilaterais","Programa de Recuperação Ambiental e Saneamento dos Fundos e dos Córregos em Leito Natural de Belo Horizonte - DRENURBS",NA,"02/07/2004","USD",46500000,2004-07-02
"491","Betim","Municipios","MG","BIRD","Organismos Multilaterais","Revitalização Urbana e Recuperação Ambiental da Bacia do Rio Betim",NA,"18/01/2005","USD",24075000,2005-01-18
"492","Blumenau","Municipios","SC","BID","Organismos Multilaterais","Programa Mobilidade Sustentável de Blumenau",NA,"22/08/2012","USD",5.9e+07,2012-08-22
"493","Bom Jesus","Municipios","SC","CAIXA","Bancos Federais","Obras de qualificação viária do Município de Bom Jesus/SC no âmbito do Pró-Transporte",NA,"14/06/2019","R$",1965550,2019-06-14
"494","Caarapo","Municipios","MS","CAIXA","Bancos Federais","Pró-Transporte. Lei municipal nº 1.351, de 26 de junho de 2018",NA,"16/04/2019","R$",7132582.19,2019-04-16
"495","Caarapo","Municipios","MS","CAIXA","Bancos Federais","Programa Pró-Transporte - Lei Municipal nº 1.351, de 26 de junho de 2018",NA,"16/04/2019","R$",7641778.85,2019-04-16
"496","Cachoeirinha","Municipios","RS","FONPLATA","Organismos Multilaterais","Projeto de Melhoria e Ampliação da Infra-Estrutura Urbana de Cachoeirinha-RS",3,"20/10/2008","USD",8910000,2008-10-20
"497","Camacari","Municipios","BA","CAF","Organismos Multilaterais","Programa de integração e desenvolvimento urbano, social e ambiental do Município de Camaçari/BA",NA,"14/06/2019","USD",8e+07,2019-06-14
"498","Campinas","Municipios","SP","BID","Organismos Multilaterais","Programa de Combate às Enchentes de Campinas",NA,"16/03/1997","USD",19800000,1997-03-16
"499","Campinas das Missoes","Municipios","RS","CAIXA","Bancos Federais","Progama Pró-Transporte. Obras de Qualificação Viária no Município",NA,"26/06/2019","R$",1598040.88,2019-06-26
"500","Campo Grande","Municipios","MS","BID","Organismos Multilaterais","Programa de Desenvolvimento Integrado - Viva Campo Grande II",NA,"12/05/2017","USD",5.6e+07,2017-05-12
"501","Campo Grande","Municipios","MS","BID","Organismos Multilaterais","PROGRAMA DE DESENVOLVIMENTO INTEGRADO DO MUNICÍPIO DE CAMPO GRANDE, BID - Viva Campo Grande",NA,"30/01/2008","USD",19382000,2008-01-30
"502","Campo Grande","Municipios","MS","FONPLATA","Organismos Multilaterais","Programa de Recuperação de Áreas Degradadas do Córrego Imbirussu",NA,"06/09/2007","USD",17061000,2007-09-06
"503","Canoas","Municipios","RS","CAF","Organismos Multilaterais","Programa Integrado de Investimentos para Revitalização e Ampliação da Infraestrutura Urbana de Canoas - Canoas para Todos",NA,"24/06/2014","USD",5e+07,2014-06-24
"504","Canoas","Municipios","RS","CAF","Organismos Multilaterais","Projeto de Macrodrenagem, Recuperação Ambiental e Desenvolvimento Urbano - Fase I",NA,"28/12/2007","USD",15076500,2007-12-28
"505","Cariacica","Municipios","ES","CAIXA","Bancos Federais","Programa de Financiamento à Infraestrutura e ao Saneamento (FINISA)",NA,"04/11/2019","R$",4e+07,2019-11-04
"506","Cascavel","Municipios","PR","BID","Organismos Multilaterais","Programa de Desenvolvimento Integrado (PDI) do Município de Cascavel",NA,"27/12/2013","USD",28750000,2013-12-27
"507","Castro","Municipios","PR","CAIXA","Bancos Federais","Programa Pró-Transporte. Pavimentação de Vias Urbanas",NA,"26/09/2019","R$",6493743.72,2019-09-26
"508","Catanduva","Municipios","SP","BID","Organismos Multilaterais","Programa de Desenvolvimento Urbano Integrado de Catanduva",NA,"21/12/2010","USD",8439000,2010-12-21
"509","Caucaia","Municipios","CE","CAF","Organismos Multilaterais","Programa de Infraestrutura Integrada de Caucaia",NA,"17/10/2018","USD",8e+07,2018-10-17
"510","Caxias do Sul","Municipios","RS","CAF","Organismos Multilaterais",": Programa de Desenvolvimento da Infraestrutura e dos Serviços Básicos de Caxias do Sul II (PDI II)",NA,"28/12/2017","USD",3.3e+07,2017-12-28
"511","Caxias do Sul","Municipios","RS","CAF","Organismos Multilaterais","Programa de Desenvolvimento da Infraestrutura Municipal e Serviços Básicos de Caxias do Sul",NA,"14/12/2009","USD",28800000,2009-12-14
"512","Chapeco","Municipios","SC","FONPLATA","Organismos Multilaterais","Projeto de Melhoria e Expansão da Infra-Estrutura Viária de Chapecó",1,"10/12/2007","USD",14750000,2007-12-10
"513","Colatina","Municipios","ES","BID","Organismos Multilaterais","Programa de Desenvolvimento Urbano e Saneamento Ambiental de Colatina",NA,"26/10/2012","USD",1.1e+07,2012-10-26
"514","Concordia","Municipios","SC","CAIXA","Bancos Federais","Programa Pró-Transporte. Lei Municipal nº 5.027, de 13 de dezembro 2017.",NA,"13/06/2019","R$",2990883.24,2019-06-13
"515","Concordia","Municipios","SC","CAIXA","Bancos Federais","Programa Pró-Transporte - obras de infraestrutura para não motorizados do município de Concórdia/SC",NA,"13/06/2019","R$",1795080.66,2019-06-13
"516","Contagem","Municipios","MG","CAF","Organismos Multilaterais","Programa Sistema Integrado de Mobilidade do Município de Contagem",NA,"23/10/2019","USD",4.2e+07,2019-10-23
"517","Corumba","Municipios","MS","FONPLATA","Organismos Multilaterais","Programa de Desenvolvimento Integrado de Corumbá - PDI",NA,"27/01/2017","USD",4e+07,2017-01-27
"518","Costa Rica","Municipios","MS","CAIXA","Bancos Federais","Programa Saneamento para Todos. Ampliação do Sistema de Esgotamento Sanitário",NA,"12/09/2019","R$",19988246.93,2019-09-12
"519","Cotipora","Municipios","RS","CAIXA","Bancos Federais","Programa Pró-Transporte. Lei municipal nº 2.627, de 7 de junho de 2018",NA,"08/03/2019","R$",2827300.88,2019-03-08
"520","Curitiba","Municipios","PR","CAIXA","Bancos Federais","Programa de Financiamento das Contrapartidas do Programa de Aceleração do Crescimento (CPAC)",NA,"30/12/2013","R$",76265218.78,2013-12-30
"521","Curitiba","Municipios","PR","CAIXA","Bancos Federais","Programa de Financiamento das Contrapartidas do Programa de Aceleração do Crescimento (CPAC)",NA,"30/12/2013","R$",27281782.81,2013-12-30
"522","Curitiba","Municipios","PR","AFD","Agências Governamentais","Programa e Recuperação Ambiental e Ampliação da Capacidade da Rede Integrada de Transporte do Município de Curitiba e a Agência Francesa de Desenvolvimento - AFD",NA,"19/07/2011","EUR",36150000,2011-07-19
"523","Curitiba","Municipios","PR","BID","Organismos Multilaterais","Programa Integrado de Desenvolvimento Social e Urbano de Curitiba-PR",NA,"10/09/2010","USD",5e+07,2010-09-10
"524","Curitiba","Municipios","PR","FONPLATA","Organismos Multilaterais","Programa de Estruturação de Assentamentos Habitacionais da Cidade de Curitiba",NA,"03/12/2007","USD",1e+07,2007-12-03
"525","Curitiba","Municipios","PR","BID","Organismos Multilaterais","Programa de Transporte Urbano de Curitiba II",NA,"12/05/2004","JPY",8502249000,2004-05-12
"526","Entre Rios","Municipios","SC","CAIXA","Bancos Federais","Programa Pró-Transporte. Lei Municipal nº 739, de 13 de dezembro de 2018",NA,"30/07/2019","R$",1049142,2019-07-30
"527","Florianopolis","Municipios","SC","BID","Organismos Multilaterais","Projeto de Expansão e Aperfeiçoamento da Educação Infantil e do Ensino Fundamental em Florianópolis",NA,"14/07/2014","USD",58860000,2014-07-14
"528","Florianopolis","Municipios","SC","FONPLATA","Organismos Multilaterais","Programa de Desenvolvimento da Infra-estrutura Básica dos Serviços Urbanos de Florianópolis",NA,"29/06/2004","USD",22400000,2004-06-29
"529","Fortaleza","Municipios","CE","SANTANDER BR","Credores Privados","Investimentos em projetos de infraestrutura, saúde, educação, saneamento e pavimentação do Município de Fortaleza.",NA,"13/06/2019","R$",2e+08,2019-06-13
"530","Fortaleza","Municipios","CE","CAF","Organismos Multilaterais","Programa de Infraestrutura em educação e saneamento de Fortaleza - PROINFRA",NA,"06/06/2019","USD",1.5e+08,2019-06-06
"531","Fortaleza","Municipios","CE","BIRD","Organismos Multilaterais","Programa Fortaleza Cidade Sustentável - Lei Municipal nº 10.543, de 18 de novembro de 2016",NA,"05/06/2019","USD",73300000,2019-06-05
"532","Fortaleza","Municipios","CE","CAF","Organismos Multilaterais","Programa Fortaleza - Cidade com Futuro",NA,"04/06/2018","USD",83250000,2018-06-04
"533","Fortaleza","Municipios","CE","BID","Organismos Multilaterais","Programa de Fortalecimento da Inclusão Social e Redes de Atenção - PROREDES",NA,"28/12/2017","USD",65475000,2017-12-28
"534","Fortaleza","Municipios","CE","CAIXA","Bancos Federais","Programa de Aceleração do Crescimento - PAC - I; Contrapartida do Programa de Transporte Urbano de Fortaleza II",NA,"29/09/2017","R$",48885559.47,2017-09-29
"535","Fortaleza","Municipios","CE","BID","Organismos Multilaterais","Programa de Transporte Urbano de Fortaleza II",NA,"24/02/2016","USD",57908000,2016-02-24
"536","Fortaleza","Municipios","CE","BB","Bancos Federais","Contrapartida das Obras do Programa de Aceleração do Crescimento (PAC), do Programa Minha Casa Minha Vida (PMCMV) e dos projetos de mobilidade urbana diretamente associados à Copa de 2014. - Art. 9º-S da Resolução CMN nº 2.827, de 30/03/2001, com as alterações das Resoluções nº 4.098, de 28/06/2012, nº 4.158, de 22/11/2012, nº 4.182, de 31/01/2013, e nº 4.270, de setembro de 2013. Lei municipal nº 10.096, de 27/09/2013",NA,"15/10/2014","R$",57312000,2014-10-15
"537","Fortaleza","Municipios","CE","BB","Bancos Federais","Contrapartida das Obras do Programa de Aceleração do Crescimento (PAC), do Programa Minha Casa Minha Vida (PMCMV) e dos projetos de mobilidade urbana diretamente associados à Copa de 2014. - Art. 9º-S da Resolução CMN nº 2.827, de 30/03/2001, com as alterações das Resoluções nº 4.098, de 28/06/2012, nº 4.158, de 22/11/2012, nº 4.182, de 31/01/2013, e nº 4.270, de setembro de 2013. Lei municipal nº 10.096, de 27/09/2013",NA,"15/10/2014","R$",52360000,2014-10-15
"538","Fortaleza","Municipios","CE","CAIXA","Bancos Federais","Programa Pró-Transporte",NA,"26/06/2012","R$",141700000,2012-06-26
"539","Fortaleza","Municipios","CE","CAF","Organismos Multilaterais","Programa de Drenagem Urbana de Fortaleza - DRENURB",NA,"14/05/2012","USD",45100000,2012-05-14
"540","Fortaleza","Municipios","CE","CAF","Organismos Multilaterais","Programa Nacional de Desenvolvimento do Turismo de Fortaleza - PRODETUR",NA,"14/05/2012","USD",5e+07,2012-05-14
"541","Fortaleza","Municipios","CE","CAIXA","Bancos Federais","Programa Pró-Transporte. Art. 9º R da Resolução nº 2.827, de 30/03/2001, suas alterações e aditamentos, do Conselho Monetário Nacional. Lei municipal nº 9.586, de 30 de dezembro de 2009, com alteração feita pela Lei nº 9.653, de 4 de junho de de 2010",NA,"29/12/2011","R$",19600000,2011-12-29
"542","Fortaleza","Municipios","CE","CAIXA","Bancos Federais","Programa Pró-Transporte. Art. 9º R da Resolução nº 2.827, de 30/03/2001, suas alterações e aditamentos, do Conselho Monetário Nacional. Lei municipal nº 9.586, de 30 de dezembro de 2009, com alteração feita pela Lei nº 9.653, de 4 de junho de de 2010",NA,"29/12/2011","R$",23700000,2011-12-29
"543","Fortaleza","Municipios","CE","BID","Organismos Multilaterais","Programa Integrado de Políticas Públicas de Juventude de Fortaleza - Município de Fortaleza.",NA,"03/09/2010","USD",33066000,2010-09-03
"544","Fortaleza","Municipios","CE","BID","Organismos Multilaterais","Programa de Requalificação Urbana com Inclusão Social-PREURBIS - Município de Fortaleza",NA,"03/09/2010","USD",59400000,2010-09-03
"545","Fortaleza","Municipios","CE","BID","Organismos Multilaterais","Programa de Transporte Urbano de Fortaleza",NA,"19/12/2006","USD",85200000,2006-12-19
"546","Garca","Municipios","SP","CAIXA","Bancos Federais","Saneamento para Todos. Lei nº 5.234, de 28 de junho de 2018",NA,"22/03/2019","R$",2922370.77,2019-03-22
"547","Goiania","Municipios","GO","CAIXA","Bancos Federais","Programa de Financiamento à Infraestrutura e ao Saneamento. Lei Municipal nº 10.409, de 22 de outubro de 2019",NA,"29/11/2019","R$",7.8e+08,2019-11-29
"548","Goiania","Municipios","GO","BID","Organismos Multilaterais","Programa Urbano Ambiental Macambira Anicuns (Mun.Goiânia)",NA,"16/09/2009","USD",56700000,2009-09-16
"549","Gurupi","Municipios","TO","CAIXA","Bancos Federais","Financiamento para qualificação viária, visando a pavimentação de vias urbanas no Município de Gurupi (TO). Lei municipal nº 2391, de 29/06/2018.",NA,"27/12/2018","R$",1.9e+07,2018-12-27
"550","Hortolandia","Municipios","SP","CAF","Organismos Multilaterais","Programa de Infraestrutura Urbana e Desenvolvimento Sustentável",NA,"05/09/2018","USD",4.2e+07,2018-09-05
"551","Hortolandia","Municipios","SP","CAF","Organismos Multilaterais","Programa de Infra-estrutura Urbana e Proteção de Áreas Naturais de Hortolândia",NA,"09/04/2012","USD",22132000,2012-04-09
"552","Ita","Municipios","SC","CAIXA","Bancos Federais","Programa Pró-Transporte. Obras de qualificação viária",NA,"28/06/2019","R$",1754398.06,2019-06-28
"553","Itajai","Municipios","SC","FONPLATA","Organismos Multilaterais","Programa Itajaí 2040 - Moderna e Sustentável",NA,"30/10/2018","USD",62500000,2018-10-30
"554","Ivinhema","Municipios","MS","CAIXA","Bancos Federais","Programa Pró-Transporte - Lei Municipal nº 1.660, de 23 de janeiro de 2019.",NA,"12/09/2019","R$",5388826.91,2019-09-12
"555","Jacarei","Municipios","SP","CAF","Organismos Multilaterais","Programa de Desenvolvimento Urbano e Social (PRODUS)",NA,"13/11/2019","USD",6e+07,2019-11-13
"556","Jaquirana","Municipios","RS","CAIXA","Bancos Federais","Programa Pró-Transporte. Lei municipal nº 1.333, de 3 de julho de 2018",NA,"23/04/2019","R$",2414552.77,2019-04-23
"557","Joao Pessoa","Municipios","PB","BID","Organismos Multilaterais","Programa de Desenvolvimento Urbano Integrado e Sustentável do Município de João Pessoa",NA,"20/12/2018","USD",1e+08,2018-12-20
"558","Joinville","Municipios","SC","BB","Bancos Federais","Financiamento de despesas de capital constantes do plano plurianual (PPA) e da Lei Orçamentária Anual (LOA 2019). Lei Municipal nº 8.702, de 06 de junho de 2019.",NA,"09/08/2019","R$",1e+08,2019-08-09
"559","Joinville","Municipios","SC","FONPLATA","Organismos Multilaterais","Programa Linha Verde Eixo Ecológico Leste de Joinville",NA,"27/09/2018","USD",4e+07,2018-09-27
"560","Joinville","Municipios","SC","BID","Organismos Multilaterais","Projeto Viva Cidade II - Revitalização Ambiental e Urbana do Município de Joinvile",NA,"01/08/2017","USD",7e+07,2017-08-01
"561","Joinville","Municipios","SC","BID","Organismos Multilaterais","Projeto de Revitalização Ambiental e Qualificação Urbana em Áreas das Bacias Elementares dos Rios Cachoeira, Cubatão e Piraí - Viva Cidade (Múnicípio de Joinville)",NA,"29/01/2008","USD",32670000,2008-01-29
"562","Joinville","Municipios","SC","FONPLATA","Organismos Multilaterais","Programa Eixo Ecológico Leste e Estruturação de Parques Ambientais - Linha Verde",NA,"14/12/2006","USD",11800000,2006-12-14
"563","Maceio","Municipios","AL","CAF","Organismos Multilaterais","Programa de Revitalização Urbana em Bairros de Maceió",NA,"20/12/2018","USD",7e+07,2018-12-20
"564","Manaus","Municipios","AM","CAIXA","Bancos Federais","Programa de Financiamento à Infraestrutura e ao Saneamento - FINISA. Lei Municipal nº 2.462, de 19 de junho de 2019",NA,"18/10/2019","R$",3.5e+08,2019-10-18
"565","Manaus","Municipios","AM","BB","Bancos Federais","Projeto de Requalificação Urbana e Viária na Cidade de Manaus - Requalifica Manaus 2. Lei Municipal nº 2.457, de 13 de junho de 2019",NA,"01/10/2019","R$",2.5e+08,2019-10-01
"566","Manaus","Municipios","AM","BB","Bancos Federais","Projeto de Requalificação Urbana e Viária na cidade de Manaus - Requalifica Manaus",NA,"31/10/2018","R$",1e+08,2018-10-31
"567","Manaus","Municipios","AM","BID","Organismos Multilaterais","PROEMEM - Projeto de Expansão e Melhoria Educacional da Rede Pública Municipal de Manaus",NA,"14/07/2017","USD",5.2e+07,2017-07-14
"568","Manaus","Municipios","AM","BIRD","Organismos Multilaterais","Programa de consolidação do Equilíbrio Fiscal para a Melhoria da Prestação de Serviços Públicos do Município de Manaus - PROCONFIS/MANAUS",NA,"22/06/2016","USD",1.5e+08,2016-06-22
"569","Manaus","Municipios","AM","CAF","Organismos Multilaterais","Programa Nacional de Desenvolvimento do Turismo - PRODETUR Nacional Manaus",NA,"13/11/2012","USD",21512846,2012-11-13
"570","Manaus","Municipios","AM","BID","Organismos Multilaterais","Programa de Desenvolvimento e Inclusão Socioambiental de Manaus - PROURBIS",NA,"28/05/2010","USD",5e+07,2010-05-28
"571","Manaus","Municipios","AM","CAF","Organismos Multilaterais","Programa de Infra-Estrutura Urbana e Ambiental no Município de Manaus",NA,"07/10/2008","USD",7.5e+07,2008-10-07
"572","Maracanau","Municipios","CE","BID","Organismos Multilaterais","Programa de Transporte e Logística Urbana de Maracanaú",NA,"16/11/2018","USD",31784500,2018-11-16
"573","Maringa","Municipios","PR","BID","Organismos Multilaterais","Programa de Mobilidade Urbana do Município de Maringá.",NA,"22/09/2010","USD",1.3e+07,2010-09-22
"574","Massaranduba","Municipios","SC","CAIXA","Bancos Federais","Programa Pró-Transporte. Lei municipal nº 1.948, de 9 de outubro de 2018",NA,"03/04/2019","R$",4897085.06,2019-04-03
"575","Maua","Municipios","SP","CAIXA","Bancos Federais","Confissão e Renegociação de Dívida",NA,"30/01/2015","R$",483803506.85,2015-01-30
